nome,latitude,longitude
IGARAPÉ CACHOEIRINHA (PROX. CMPM),-3.1194,-60.0006
IGARAPÉ EDUCANDOS (PONTE DOS EDUCANOS),-3.1394,-60.0164
IGARAPÉ MESTRE CHICO (PONTE 7 DE SETEMBRO),-3.1344,-60.0103
IGARAPÉ DO QUARENTA (PAC),-3.1369,-60.0083
MANAUS,-3.1383,-60.0272
MANAUS,-3.1367,-60.0269
RIO NEGRO (CAPTAÇÃO DE ÁGUA),-3.115,-60.0611
JATUARANA,-3.0633,-59.6478
JATUARANA,-3.0592,-59.6628
COMUNIDADE BOM SUCESSO,-3.1306,-59.4392
AUTAZES,-3.5764,-59.1339
URUCURITUBA,-3.5494,-59.9261
CAREIRO,-3.1961,-59.8336
RIO PRETO DA EVA,-2.6989,-59.7036
PORTO UNIÃO,-3.1964,-59.0925
PORTO NOVO REMANSO,-3.2211,-59.0239
IRACEMA,-3.3167,-58.8108
UHE GUAPORÉ MONTANTE 2,-14.8297,-58.91
UHE GUAPORÉ MONTANTE 1,-15.0594,-58.9106
UHE GUAPORÉ BARRAMENTO,-15.1236,-58.9622
UHE GUAPORÉ JUSANTE,-15.1381,-58.9825
FAZENDA GUAPÉ,-15.14,-58.9811
PCH NOVA GUAPORÉ BARRAMENTO,-15.2072,-59.0142
PCH NOVA GUAPORÉ JUSANTE,-15.2108,-59.0119
UHE GUAPORÉ CÓRREGO PALMITAL,-15.2206,-59.0028
PONTES E LACERDA,-15.2153,-59.3539
PONTES E LACERDA,-15.2153,-59.3539
FAZENDA INDIARAMA,-15.85,-59.2833
VILA BELA DA SANTISSIMA TRINDADE,-15.0,-59.9667
MATO GROSSO,-15.0092,-59.9581
PCH SALTO CORGÃO BARRAMENTO,-14.4478,-59.4847
PCH SALTO CORGÃO JUSANTE,-14.4575,-59.5086
PCH RIO PRATA JUSANTE,-13.63,-59.8761
PCH ESPERANÇA JUSANTE,-13.7822,-59.7922
PCH CABIXI II BARRAMENTO,-13.0206,-60.1114
PCH CABIXI II JUSANTE,-13.0203,-60.135
PCH CABIXI BARRAMENTO,-12.9575,-60.1347
PCH CABIXI JUSANTE,-12.9633,-60.1492
PRÓXIMO VILHENA,-12.9666666666667,-60.1666666666667
CABIXI,-13.5125,-60.53
CABIXI,-13.5125,-60.53
FAZENDA AGROMEL,-13.8333,-59.9
PRÓXIMO VILHENA,-12.8969,-60.1903
CGH RIO VERMELHO BARRAMENTO,-12.8967,-60.1956
CGH RIO VERMELHO JUSANTE,-12.9008,-60.1978
SETE VOLTAS,-13.2,-60.5833333333333
CGH RIO ENGANADO (CASTAMAN I) BARRAMENTO,-13.0794,-60.6219
CGH RIO ENGANADO (CASTAMAN I) JUSANTE,-13.09,-60.6219
PCH CASTAMAN II JUSANTE,-13.1372,-60.6392
CGH MARGARIDA BARRAMENTO,-13.1372,-60.64
CGH MARGARIDA JUSANTE,-13.1522,-60.6569
PIMENTEIRAS,-13.4858,-61.05
PIMENTEIRAS DO OESTE,-13.4858,-61.05
CORUMBIARA,-12.9517,-60.8203
CGH SANTA LUZIA D'OESTE RIO BRANCO,-12.3842,-61.7106
CGH SANTA LUZIA D'OESTE MONTANTE,-12.38,-61.7497
CGH SANTA LUZIA D'OESTE JUSANTE,-12.3456,-61.7697
ALTA FLORESTA D'OESTE,-13.0411,-62.235
PEDRAS NEGRAS,-12.8514,-62.8992
SÃO FRANCISCO DO GUAPORÉ,-12.8514,-62.8992
CGH SÃO JOÃO PA BARRAMENTO,-12.5611,-61.4911
CGH SÃO JOÃO PA JUSANTE,-12.5789,-61.4911
CGH ALTOÉ II BARRAMENTO,-12.5508,-61.53
CGH ALTOÉ II JUSANTE,-12.5814,-61.5242
PCH ALTA FLORESTA MONTANTE 2,-11.9689,-61.9908
PCH ALTA FLORESTA MONTANTE 1,-11.9531,-62.0125
PCH ALTA FLORESTA BARRAMENTO,-11.9383,-62.0403
PCH ÂNGELO CASSOL BARRAMENTO,-11.9308,-62.1036
PCH ÂNGELO CASSOL JUSANTE,-11.9294,-62.1081
PCH ALTA FLORESTA MONTANTE,-11.9167,-62.0833
PCH ALTA FLORESTA JUSANTE,-11.9167,-62.0833
PCH CACHOEIRA CACHIMBO ALTO MONTANTE,-11.925,-62.145
PCH CACHOEIRA CACHIMBO ALTO BARRAMENTO,-11.9253,-62.1467
CACHOEIRA DO CACHIMBO,-11.9306,-62.1528
PCH CACHOEIRA CACHIMBO ALTO JUSANTE,-11.9272,-62.1547
PCH RIO BRANCO BARRAMENTO,-11.9111,-62.1811
PCH RIO BRANCO JUSANTE,-11.9061,-62.1842
PCH FIGUEIRA MONTANTE,-12.0522,-62.1703
PCH FIGUEIRA BARRAMENTO,-11.9958,-62.1717
PCH FIGUEIRA JUSANTE,-11.9875,-62.1764
PCH SALDANHA JUSANTE,-11.9561,-62.1806
PCH MONTE BELO BARRAMENTO,-11.9336,-62.1792
PCH MONTE BELO JUSANTE,-11.9275,-62.1836
PONTE RIO BRANCO,-11.8989,-62.3403
SÃO MIGUEL DO GUAPORÉ,-11.7331,-62.8081
SÃO MIGUEL DO GUAPORÉ,-11.7331,-62.8081
SÃO FRANCISCO DO GUAPORÉ,-11.9664,-63.2722
PRINCIPE DA BEIRA,-12.4267,-64.4253
COSTA MARQUES,-12.4267,-64.4253
UHE JIRAU PRÍNCIPE DA BEIRA,-12.4267,-64.4253
PUERTO USTAREZ (Príncipe da Beira),-12.4281,-64.4281
RIO PURAQUEQUARA,-3.0203,-59.8228
PUERTO VILLARROEL,-16.8381,-64.7919
PUENTE YAPACANI,-17.4033,-63.8364
PUENTE PAILAS,-17.6678,-62.7844
CAMIACO,-15.3394,-64.8572
LOS PUENTES,-14.8842,-65.0408
PUERTO  VARADOR,-14.8806,-64.9992
PUERTO ALMACÉN,-14.8794,-65.0136
SAN BORJA,-14.8583,-66.7444
PARAÍSO,-18.8528,-63.4722
CGH CACHOEIRA DO CAMBARÁ JUSANTE,-12.8372,-60.5781
ABAPO,-18.9111,-63.4019
PUERTO SILES,-12.7994,-65.0064
SERINGAL SÃO LUIZ,-11.0667,-64.0833
BOA VISTA DO PACAÁS,-11.2117,-64.9061
PRÓXIMO GUAJARÁ-MIRIM,-10.9,-65.0333333333333
BOCA DO POMPEU - MONTANTE,-10.9167,-65.0333
BOCA DO POMPEU - JUSANTE,-10.9175,-65.0433
GUAJARÁ-MIRIM,-10.7925,-65.3478
UHE JIRAU GUAJARÁ-MIRIM,-10.7261,-65.3478
GUAJARÁ-MIRIM,-10.7931,-65.3475
GUAJARÁ-MIRIM,-10.7931,-65.3475
GUAJARÁ-MIRIM,-10.7925,-65.3478
GUAYARAMERIN,-10.8125,-65.3431
NOVA MAMORÉ,-10.1636,-65.2956
CAMPAMENTO MORE,-12.02,-64.83
HUMAPALCA,-16.7347,-67.3672
CAJETILLAS,-15.4333,-67.2833
PUENTE VILLA,-16.3994,-67.6511
VILLA BARRIENTOS,-16.3,-67.45
SANTA RITA DE BS.AS,-15.6922,-67.6908
PALCA,-16.5578,-67.9508
ARANJUEZ,-16.5558,-68.0919
OBRAJES,-16.5278,-68.0972
CHICANI,-16.4822,-68.0767
HOLGUÍN,-16.5206,-68.115
ACHACHICALA,-16.4492,-68.1478
CHACALTAYA,-16.3456,-68.1306
IGARAPÉ SÃO RAIMUNDO,-3.7947,-60.0331
CAHUA,-16.0503,-68.0097
ANGOSTO QUERCANO,-15.3833,-67.9667
ANGOSTO DEL BALA,-14.5236,-67.4947
RURRENABAQUE,-14.4453,-67.5333
EXTREMA,-11.4594,-69.2425
PUERTO RICO,-11.1072,-67.5594
SENA,-11.4667,-67.25
MIRAFLORES,-11.1075,-66.4108
PEÑA AMARILLA,-11.55,-66.6667
RIBERALTA,-11.0014,-66.0778
CARACOLES,-10.85,-66.2831
CACHUELA ESPERANZA,-10.5403,-65.5722
VILA MURTINHO,-10.4178,-65.3789
PUERTO MALDONADO,-12.5833,-69.2
TAMBOPATA,-14.25,-69.1833
QUINCEMIL,-13.2167,-70.75
CHONTACHACA,-13.0167,-71.4667
ROCOTAL,-13.1166666666667,-71.5666666666667
SALVACION,-12.8333,-71.5
PAKITZA,-11.95,-71.2833
FRONTIERE,-12.5139,-68.7542
EL SENA,-11.4703,-67.2367
UHE JIRAU CACHOEIRA DO RIBEIRÃO,-10.2519,-65.2956
UHE JIRAU ARARAS,-10.0542,-65.3264
UHE JIRAU JUSANTE RIO BENI,-10.3569,-65.3614
UHE SANTO ANTÔNIO JUSANTE RIO BENI,-10.3569,-65.3614
UHE SANTO ANTÔNIO ABUNÃ,-9.7047,-65.3658
ABUNÃ,-9.7053,-65.3667
UHE JIRAU ABUNÃ,-9.7031,-65.3647
PORTO VELHO,-9.7053,-65.3667
BALSA DO RIO ABUNÃ,-9.6667,-65.4333
COLOCAÇÃO CAJUEIRO,-10.2947,-67.1333
PLÁCIDO DE CASTRO,-10.3378,-67.1831
PLÁCIDO DE CASTRO,-10.3383,-67.1833
UHE JIRAU NOVA CALIFORNIA,-9.8936,-66.6186
MORADA NOVA,-9.8333,-65.5667
MORADA NOVA - JUSANTE,-9.7847,-65.5275
PORTO VELHO,-9.7847,-65.5275
UHE JIRAU MORADA NOVA JUSANTE,-9.7847,-65.5275
JUSANTE FORTALEZA DO ABUNÃ,-9.785,-65.5228
PRÓXIMO ABUNÃ,-9.6667,-65.5333
UHE JIRAU VELHA MUTUM-PARANÁ,-9.6175,-64.9331
PALMEIRAL (SALTO JIRAU),-9.5119,-64.81
UHE JIRAU RESERVATÓRIO,-9.2828,-64.6728
UHE JIRAU BARRAMENTO,-9.2503,-64.6483
UHE JIRAU PORTO R4,-9.2486,-64.6264
UHE SANTO ANTÔNIO JUSANTE CALDEIRÃO DO INFERNO,-9.2028,-64.6086
SERINGAL DAS ARARAS,-10.4444,-64.1306
UHE SANTO ANTÔNIO MONTANTE JACIPARANÁ,-9.5011,-64.3817
PORTO VELHO,-9.3731,-64.3994
SANTO INÁCIO,-9.3167,-64.4
UHE SANTO ANTÔNIO JACIPARANÁ VILA,-9.2617,-64.4014
JACIPARANÁ,-9.2592,-64.3858
SALTO TEOTÔNIO,-8.8611,-64.0639
UHE SANTO ANTÔNIO RESERVATÓRIO,-8.8419,-63.995
UHE SANTO ANTÔNIO MONTANTE,-8.7967,-63.9583
UHE SANTO ANTÔNIO JUSANTE R-7,-8.7822,-63.9303
UHE SANTO ANTÔNIO PORTO VELHO,-8.7481,-63.9158
PORTO VELHO,-8.7483,-63.9169
PORTO VELHO - JUSANTE,-8.7667,-63.9167
PORTO VELHO,-8.7667,-63.9
PORTO VELHO - JUSANTE,-8.7667,-63.9167
PCH SANTA CRUZ DE MONTE NEGRO MONTANTE 2,-10.4719,-63.2594
PCH SANTA CRUZ DE MONTE NEGRO MONTANTE 1,-10.4375,-63.2358
MONTE NEGRO,-10.2992,-63.2403
PCH SANTA CRUZ DE MONTE NEGRO BARRAMENTO,-10.2303,-63.2311
PCH SANTA CRUZ DE MONTE NEGRO JUSANTE,-10.2056,-63.1114
CACHOEIRA SANTA CRUZ,-10.2167,-63.2167
CACH SANTA CRUZ JUS 2.CONJ,-10.2333,-63.2167
CACH SANTA CRUZ MONT,-10.2333,-63.2167
CACH SANTA CRUZ JUS 1.CONJ,-10.2333,-63.2167
PCH CANAÃ MONTANTE 2,-10.2542,-62.9894
PCH JAMARI RIO CANAÃ,-10.205,-63.1111
PCH CANAÃ MONTANTE 1,-10.0831,-62.9975
PONTE BR-421,-9.9333,-63.1
PCH CANAÃ BARRAMENTO,-10.0194,-63.0606
PCH CANAÃ JUSANTE,-10.0183,-63.0622
CACHOEIRA ESCALVADO,-10.0167,-63.05
PCH JAMARI JUSANTE 3,-9.9475,-63.0622
PCH JAMARI BARRAMENTO,-9.9381,-63.0772
PCH JAMARI JUSANTE 1,-9.9347,-63.0756
ARIQUEMES,-9.9256,-63.0714
ARIQUEMES,-9.9256,-63.0714
CACHOEIRA DE MONTE CRISTO,-9.8642,-63.0667
UHE SAMUEL RIO BRANCO,-9.8867,-62.9847
FAZENDA RIO BRANCO,-9.8869,-62.9847
PONTE DO RIO BRANCO,-9.85,-63.05
PCH JAMARI JUSANTE 2 DESATIVADA,-9.7164,-63.1219
UHE SAMUEL RIO MASSANGANA,-9.7603,-63.2881
MINERAÇÃO PONTE MASSANGANA,-9.7608,-63.2875
SÃO CARLOS,-9.7,-63.1333
PCH JAMARI JUSANTE 2,-9.6653,-63.1361
UHE SAMUEL RIO PRETO DO CRESPO,-9.5564,-62.9506
PONTE DO RIO PRETO DO CRESPO,-9.5558,-62.9508
SÃO PEDRO,-8.9836,-63.2772
SEÇÃO S-16,-9.4167,-63.2167
SEÇÃO S-23,-9.3333,-63.2333
SEÇÃO S-35,-9.25,-63.2167
UHE SAMUEL BARRAMENTO,-8.7525,-63.455
UHE SAMUEL JUSANTE,-8.7469,-63.4636
CACH DO SAMUEL,-8.75,-63.4667
CACH DO SAMUEL MONT 1.CONJ,-8.75,-63.4667
CACH DO SAMUEL MONT 2.CONJ,-8.75,-63.4667
CACH DO SAMUEL JUS 1A,-8.75,-63.4667
CACH DO SAMUEL JUS 1.CONJ,-8.75,-63.4667
CACH DO SAMUEL JUS 2.CONJ,-8.75,-63.4667
CACH DO SAMUEL JUS 3.CONJ,-8.75,-63.4667
CACH DO SAMUEL JUS 4.CONJ,-8.75,-63.4667
CACHOEIRA DO SAMUEL 17-F,-8.7489,-63.5072
PONTE DA BR-364,-8.7747,-63.4875
PROSPERIDADE (EX. FOZ DO JAMARI),-8.4522,-63.5178
PORTO VELHO,-8.4522,-63.5178
SÃO CARLOS,-8.4258,-63.4836
UHE SANTO ANTÔNIO SÃO CARLOS,-8.4444,-63.5081
BURITIS,-10.2806,-63.7308
PORTO VELHO,-8.5844,-63.7331
PCH CACHOEIRA FORMOSA,-9.9853,-63.7622
SANTA BÁRBARA,-9.1833,-63.7833
SANTA ISABEL,-8.7986,-63.7106
CANDEIAS DO JAMARI,-8.7986,-63.7106
FOZ DO JAMARI,-8.4517,-63.5019
CACHOEIRINHA,-12.5167,-60.4833
PCH CACHOEIRA MONTANTE,-12.5056,-60.4719
PCH CACHOEIRA BARRAMENTO,-12.5042,-60.4714
CACHOEIRA  AVILA F01,-12.5,-60.4667
F-02,-12.5167,-60.4667
F-05,-12.45,-60.4667
PCH APERTADINHO JUSANTE,-12.4633,-60.3328
MINERAÇÃO GOYAN ,-12.5333333333333,-60.3166666666667
BARÃO DO MELGAÇO,-11.85,-60.7167
APERTADO,-11.8333,-60.7167
UHE RONDON II MONTANTE 2,-12.3908,-60.4881
PCH CACHOEIRA MONTANTE,-12.3906,-60.4872
UHE RONDON II MONTANTE 1,-12.1853,-60.5997
UHE RONDON II RESERVATÓRIO,-12.0042,-60.6839
UHE RONDON II BARRAMENTO,-11.9953,-60.6969
UHE RONDON II JUSANTE,-11.9592,-60.7022
FAZENDA FLOR DO CAMPO,-11.7489,-60.8678
PONTE COMEMORAÇÃO (PIMENTA BUENO),-11.6703,-61.1811
CGH MARCOL BARRAMENTO,-12.8539,-60.3292
CGH MARCOL JUSANTE,-12.855,-60.3303
PRÓXIMO PIMENTA BUENO,-12.8333,-60.45
PCH CASCATA CHUPINGUAIA MONTANTE,-12.7561,-60.8083
PCH CASCATA CHUPINGUAIA BARRAMENTO,-12.7028,-60.8831
PCH CASCATA CHUPINGUAIA CÂMARA DE CARGA,-12.6928,-60.8808
PCH CASCATA CHUPINGUAIA JUSANTE,-12.69,-60.8831
PCH CHUPINGUAIA MONTANTE,-12.595,-60.8831
PCH CHUPINGUAIA BARRAMENTO,-12.5881,-60.9339
PCH CHUPINGUAIA JUSANTE,-12.5869,-60.9353
FAZENDA EXPANSÃO,-12.4878,-61.0464
PCH PRIMAVERA MONTANTE 2,-12.2678,-61.0756
PCH CESAR FILHO BARRAMENTO,-12.2708,-61.1872
PCH CESAR FILHO JUSANTE,-12.2594,-61.1889
CACHOEIRA SÃO PAULO,-12.05,-61.1333
CACHOEIRA REBOJO,-11.9667,-61.2
PCH PRIMAVERA MONTANTE 1,-11.9475,-61.22
PCH PRIMAVERA BARRAMENTO,-11.9039,-61.2331
PCH PRIMAVERA JUSANTE,-11.9025,-61.2397
CACHOEIRA PRIMAVERA - MONTANTE,-11.9011,-61.2394
PCH PRIMAVERA JUSANTE,-11.9011,-61.2394
PIMENTA BUENO,-11.6836,-61.1922
PIMENTA BUENO,-11.6836,-61.1922
CACOAL,-11.4444,-61.4408
FAZENDA APURÚ,-11.0017,-62.1172
JI-PARANÁ,-11.0017,-62.1172
ESPIGÃO DO OESTE,-11.5725,-61.0511
ESPIGÃO D'OESTE,-11.3781,-60.885
SÍTIO BELA VISTA,-11.6525,-61.215
JI-PARANÁ,-10.8736,-61.9356
JI-PARANÁ,-10.8736,-61.9356
OURO PRETO DO OESTE,-10.7711,-62.2572
JARUARU,-10.8317,-62.8925
JARU,-10.4458,-62.4656
JARU,-10.4458,-62.4656
CACHOEIRA BOM JARDIM,-10.35,-62.3333
PARAÍSO,-10.4167,-62.1667
SÃO MATEUS,-9.8667,-61.9333
FÁBIO BARRAGEM (EX -JP-14 ),-9.7431,-61.8817
VALE DO ANARI,-9.7369,-61.8842
REBIO JARU,-9.4558,-61.67
BUENOS AIRES,-9.25,-61.6667
UNIÃO,-9.7333,-62.2333
PCH MACHADINHO 1,-9.4444,-61.9797
PIRATININGA,-9.3472,-61.9347
MACHADINHO D'OESTE,-9.4256,-61.9606
TABAJARA,-8.9322,-62.0556
ROLIM DE MOURA,-11.4975,-61.7147
MINERAÇÃO JACUNDÁ,-9.1789,-62.9522
ITAPUÃ DO OESTE,-9.1789,-62.9522
UHE SANTO ANTÔNIO PAPAGAIO,-8.1803,-63.0911
ESPÍRITO SANTO,-8.1925,-63.1333
MANICORÉ,-6.2253,-62.2381
SÃO RAFAEL,-6.5136,-62.3264
POUSO ALEGRE,-6.8289,-62.6514
MOANENSE,-6.9958,-62.8183
CALAMA,-8.0806,-62.8781
PORTO VELHO,-8.1039,-62.835
CALAMA,-8.0258,-62.8825
HUMAITÁ,-7.9794,-62.8597
UHE SANTO ANTÔNIO HUMAITÁ,-7.5053,-63.0211
HUMAITÁ,-7.5028,-63.0183
MALOCA TENHARIM,-7.9578,-62.0425
MAICI-MIRIM,-7.6303,-62.6553
NOVA ESPERANÇA,-6.3592,-61.7661
FAZENDA BELA VISTA,-7.8533,-61.3339
MANICORÉ,-5.8167,-61.3019
CURUÇÁ,-6.0353,-61.6922
AUXILIADORA,-6.2294,-61.8322
PCH JUINA MONTANTE 2,-11.5778,-59.2058
PCH JUINA MONTANTE 1,-11.4131,-59.1703
PCH JUINA BARRAMENTO,-11.3114,-59.2225
PCH JUINA JUSANTE,-11.3097,-59.2236
CGH ARIPUANÃ MONTANTE,-10.3219,-59.4622
HUMBOLDT,-10.1694,-59.4661
CGH ARIPUANÃ,-10.1675,-59.4644
UHE DARDANELOS MONTANTE,-10.1831,-59.4719
UHE DARDANELOS BARRAMENTO,-10.1611,-59.4606
UHE DARDANELOS JUSANTE,-10.11,-59.4372
FAZENDA BALAROTE (CANAMA),-10.3667,-58.8833
PCH FAXINAL II MONTANTE,-10.1986,-59.4686
CGH FAXINAL I JUSANTE,-10.1647,-59.4467
BOM DESTINO,-8.3747,-59.7717
LEONTINO,-7.7394,-60.5761
BOCA DO GUARIBA,-7.7058,-60.5783
CONCISA,-9.8169,-60.6919
MINERAÇÃO SÃO FRANCISCO,-9.2481,-61.3883
FAZENDA BOA LEMBRANÇA,-7.5928,-60.7094
PRAINHA VELHA,-7.2078,-60.65
VILA DO CARMO,-7.5197,-60.6711
NOVO ARIPUANÃ,-5.1108,-60.3664
NOVO ARIPUANÃ,-5.1167,-60.3833
NOVO ARIPUANÃ,-5.0803,-60.3233
MACACO  PREGO,-5.4508,-60.7272
FAZENDA VISTA ALEGRE,-4.8972,-60.0253
BORBA,-4.3892,-59.5986
FOZ DO MADEIRA,-3.4158,-58.7789
BOA FÉ,-7.2275,-58.9386
BOCA DO URUÇU,-7.15,-58.9333
SANTARÉM SUCUNDURI,-6.7956,-59.0422
SANTARÉM,-6.7947,-59.0425
ARARI,-5.6833,-59.5833
ACARI BR-230,-7.1014,-59.6833
NOVA OLINDA DO NORTE,-3.8847,-59.0897
COMUNIDADE NOSSA SENHORA DO ROSÁRIO,-3.5936,-58.9025
URUCURITUBA DO MADEIRA,-3.5467,-58.9244
URUCURITUBA,-3.5489,-58.9269
RIO URUBU,-2.7511,-58.02
PRÓXIMO O PARANÁ DA SERPA,-2.9975,-58.1503
RIO AMAZONAS,-3.1628,-58.4372
RIO URUBU,-2.6625,-59.3589
PONTE RIO URUBU,-2.1136,-59.9914
PONTE RIO URUBU,-3.0367,-58.5744
UHE PITINGA MONTANTE,-0.585,-59.7761
UHE PITINGA SERRA,-0.5956,-59.7772
UHE PITINGA BARRAMENTO,-0.8658,-59.6047
UHE PITINGA JUSANTE,-0.8661,-59.6011
UHE BALBINA RIO PITINGA,-0.9911,-59.4797
UHE BALBINA RIO PITINGUINHA,-1.0781,-59.6739
UHE PITINGA MONTANTE,-1.21,-59.5839
ITACOATIARA,-3.1539,-58.4114
POSTO FUNAI,-1.2667,-60.4
UHE BALBINA MONTANTE,-1.2106,-60.2347
UHE BALBINA RIO TUCUMARI,-1.5475,-59.415
UHE BALBINA BARRAMENTO,-1.9161,-59.4756
UHE BALBINA BARRAMENTO CANAL DE FUGA,-1.9161,-59.4744
BALBINA P-8 (UHE BALBINA),-1.9381,-59.4833
UHE BALBINA BRAÇO DIREITO,-1.9167,-59.4667
UHE BALBINA BRAÇO ESQUERDO,-1.9167,-59.4667
UHE BALBINA 3 CONJUNTO BRAÇO DIREITO 2.,-1.9167,-59.4667
BALBINA 4 CONJUNTO BRAÇO ESQ,-1.91666666666667,-59.4666666666667
BALBINA 5 CONJUNTO,-1.9167,-59.4667
BALBINA 6 CONJUNTO,-1.91666666666667,-59.4666666666667
BALBINA 7 CONJUNTO,-1.9167,-59.4667
UHE BALBINA JUSANTE,-1.9494,-59.4767
RIO UATUMÃ (PONTE DE BALBINA),-1.9381,-56.4833
RIO UATUMÃ (RAMAL DA MORENA),-2.1089,-59.3353
CACHOEIRA MORENA,-2.1061,-59.3442
FOZ DO RIO UATUMÃ COM RIO AMAZONAS,-2.4114,-57.5806
RIO UATUMÃ (MONTANTE),-2.5431,-57.7492
RIO UATUMÃ (JUSANTE),-2.5781,-57.8481
PCH ALTO JATAPU MONTANTE 2,1.0053,-59.2539
PCH ALTO JATAPU RIO BARARATI,1.03,-59.3131
PCH ALTO JATAPÚ,0.9258,-59.3336
PCH ALTO JATAPU BARRAMENTO,0.8589,-59.2944
PCH ALTO JATAPU JUSANTE,0.8361,-59.3003
KATUEMA,-1.0333,-58.6833
BASE DA SIDERAMA,-1.6406,-58.5189
BASE SIDERAMA - JUSANTE,-1.6833,-58.5333
RANCHO DO BARROSO,-1.6672,-58.5383
RIO ITABANI,-2.8347,-58.2067
RIO URUBUÍ (CORREDEIRA URUBUÍ),-2.0447,-60.0292
RIO PRETO (MONTANTE),-2.6389,-59.7344
RIO PRETO (BALNEÁRIO),-2.6994,-59.7039
PONTE RIO URUBU,-2.9114,-59.0453
OSÓRIO FONSECA,-3.8333,-58.3036
MAUÉS,-3.4,-57.7167
MAUÉS,-3.415,-57.7172
ABAIXO DO FRIGORÍFICO OSÓRIO,-2.6169,-56.7142
FRONTEIRA DO AMAZONAS COM PARÁ,-2.4325,-56.4781
PARINTINS,-2.6222,-56.7283
PORTO DE PARINTINS,-2.6222,-56.7344
PARINTINS,-2.6306,-56.7519
RIO NHAMUNDÁ - MONTANTE,-2.1461,-56.775
RIO NHAMUNDÁ - JUSANTE,-2.2017,-56.7042
CASTANHO,-4.4078,-58.1325
FAZENDA PARAMAZONAS,-4.6333,-57.8167
MAMURU,-3.4167,-56.3667
MINERAÇÃO CAIMA,-1.4381,-57.8269
PERIMETRAL NORTE,0.6425,-56.8706
PONTA DA ILHA,-0.5333,-56.8167
TREZE QUEDAS,-0.0833,-56.9
TURUNA,-0.0797,-57.0361
MANUEL JOSÉ,-0.2,-56.9
ILHINHA,0.0347,-56.9381
MANIVA,-0.3167,-56.8
TAJA,-0.6547,-56.8378
GARGANTA,-0.9978,-57.0431
CUMARU 2,-1.0644,-57.065
MAGINA 2,-1.0603,-57.0586
MAGINA 1,-1.03833333333333,-57.0566666666667
QUEBRA POTE 3,-1.02055555555556,-57.0594444444444
ALDEIA DO CHAPÉU,-0.9497,-57.1639
ANANAI,0.6283,-57.3733
CACHOEIRA ALTA,0.9125,-57.1794
CARAMUJO,-1.065,-57.0614
CUMARU,-1.0297,-57.0675
ALDEIA WAI-WAI,-0.6947,-57.9747
CACHOEIRA DA BATERIA,0.0531,-58.1078
CARONA,-0.2239,-57.9428
ASSUNÇÃO,0.3811,-58.4136
ESTIRÃO DA ANGÉLICA,-1.1006,-57.0569
MAP-1,-1.1192,-57.2339
CACHOEIRA DA ÉGUA,0.7583,-57.6567
TABULEIRO - REBIO TROMBETAS,-1.3706,-56.8519
PORTO TROMBETAS,-1.45833333333333,-56.3833333333333
MÃE CUE,-1.46027777777778,-56.7086111111111
CACH DA PORTEIRA - CONJ 1,-1.0875,-57.0469
CACH DA PORTEIRA - CONJ 2,-1.0833,-57.0333
CACH DA PORTEIRA - CONJ 3,-1.1208,-57.0156
IBDF,-1.3703,-56.8519
TABULEIRO - REBIO TROMBETAS,-1.3706,-56.8519
PRAIA RASA,-1.2322,-56.9231
TIRIOS,2.2239,-55.9564
MB-01,-1.6531,-56.5092
SA-03,-1.7589,-56.3011
ARMAZEM,0.5036,-56.15
VISTA ALEGRE - CONJ 1,-1.1014,-56.04
VISTA ALEGRE - CONJ.2,-1.1308,-56.0542
VISTA ALEGRE - CONJ 3,-1.05,-56.0667
CACHOEIRA DA PANCADA,-1.0833,-56.0333
CARAPANA,-1.075,-56.0416666666667
BARRACÃO DE PEDRA,-1.05138888888889,-56.0627777777778
ORIXIMINÁ,-1.7764,-55.8622
ÓBIDOS - PORTO,-1.9472,-55.5111
ÓBIDOS,-1.9192,-55.5131
ÓBIDOS - MD (AUXILIAR),-1.9467,-55.5114
CURUAI,-2.2725,-55.4808
SANTA CARIDADE,-2.2653,-55.1375
SETE VARAS,-0.95,-54.9167
BOCA DO INFERNO,-1.5031,-54.8728
HIDRECON I,-13.6511,-59.8875
CONQUISTA DO OESTE,-14.5425,-59.2319
PCH SANTA LÚCIA I E II MONTANTE 2,-13.5956,-59.0325
PCH SANTA LÚCIA I E II MONTANTE 1,-13.5567,-59.0283
CAMPOS DE JÚLIO,-13.5514,-59.035
PCH SANTA LÚCIA I E II BARRAMENTO,-13.5436,-59.0303
PCH SANTA LÚCIA I E II JUSANTE,-13.5425,-59.025
FAZENDA TUCUNARÉ,-13.4608,-59.0078
PCH SEGREDO MONTANTE,-13.4228,-59.0014
PCH CIDEZAL BARRAMENTO,-13.3697,-59.0125
PCH CIDEZAL JUSANTE,-13.3689,-59.0147
PCH SAPEZAL BARRAMENTO,-13.2664,-59.0194
PCH SAPEZAL JUSANTE,-13.2661,-59.0183
PCH SEGREDO BARRAMENTO,-13.2239,-59.0267
PCH ILHA COMPRIDA BARRAMENTO,-13.1978,-58.9839
UHE JURUENA MONTANTE,-13.4383,-58.9981
PCH ILHA COMPRIDA JUSANTE,-13.1972,-58.9831
PCH PARECIS BARRAMENTO,-13.0742,-58.9758
PCH PARECIS JUSANTE,-13.0719,-58.9764
PCH RONDON BARRAMENTO,-12.9036,-58.9128
PCH RONDON JUSANTE,-12.9,-58.9136
PCH TELEGRÁFICA BARRAMENTO,-12.8481,-58.9275
PCH TELEGRÁFICA JUSANTE,-12.845,-58.9292
